eventdate,series_name,episode_name,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
3/31/19,Blindspot,Eight Slim Grins,Comcast Xfinity MVPD,MVPD,336,50315,Sunday,03/25/19
4/10/19,Blindspot,Eight Slim Grins,Hulu Classic,SVOD,322,26528,Wednesday,04/08/19
4/12/19,Blindspot,Eight Slim Grins,Verizon FiOS,MVPD,308,50623,Friday,04/08/19
4/5/19,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,303,50926,Friday,04/01/19
4/10/19,Blindspot,Eight Slim Grins,Bravo FEP,Watch,287,173749,Wednesday,04/08/19
4/7/19,Blindspot,Eight Slim Grins,Comcast Xfinity MVPD,MVPD,273,51199,Sunday,04/01/19
4/8/19,Blindspot,Eight Slim Grins,Bravo Android Tablet Apps,Watch,273,174022,Monday,04/08/19
4/6/19,Blindspot,Eight Slim Grins,Bravo FireTV App,Watch,261,174283,Saturday,04/01/19
4/12/19,Blindspot,Eight Slim Grins,Hulu Plus,SVOD,255,26783,Friday,04/08/19
4/11/19,Blindspot,Eight Slim Grins,Comcast Xfinity MVPD,MVPD,245,51444,Thursday,04/08/19
4/2/19,Blindspot,Eight Slim Grins,Bravo FireTV App,Watch,244,174527,Tuesday,04/01/19
4/11/19,Blindspot,Eight Slim Grins,DirecTV Everywhere MVPD,MVPD,239,51683,Thursday,04/08/19
4/11/19,Blindspot,Eight Slim Grins,Bravo Chromecast App,Watch,234,174761,Thursday,04/08/19
4/1/19,Blindspot,Eight Slim Grins,Bravo Android Tablet Apps,Watch,232,174993,Monday,04/01/19
4/11/19,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,229,51912,Thursday,04/08/19
4/3/19,Blindspot,Eight Slim Grins,Bravo FireTV App,Watch,227,175220,Wednesday,04/01/19
4/8/19,Blindspot,Eight Slim Grins,Bravo Apple TV App,Watch,227,175447,Monday,04/08/19
4/11/19,Blindspot,Eight Slim Grins,Sony Vue DMVPD,DMVPD,219,47836,Thursday,04/08/19
4/4/19,Blindspot,Eight Slim Grins,DirecTV Now DMVPD,DMVPD,199,48035,Thursday,04/01/19
4/1/19,Blindspot,Eight Slim Grins,Hulu Classic,SVOD,195,26978,Monday,04/01/19
3/31/19,Blindspot,Eight Slim Grins,YouTube TV,DMVPD,190,48225,Sunday,03/25/19
4/6/19,Blindspot,Eight Slim Grins,Bravo Chromecast App,Watch,178,175625,Saturday,04/01/19
4/12/19,Blindspot,Eight Slim Grins,Bravo Roku App,Watch,167,175792,Friday,04/08/19
4/12/19,Blindspot,Eight Slim Grins,Bravo Samsung Smart TV App,Watch,163,175955,Friday,04/08/19
4/1/19,Blindspot,Eight Slim Grins,Bravo Samsung Smart TV App,Watch,161,176116,Monday,04/01/19
4/2/19,Blindspot,Eight Slim Grins,DirecTV Everywhere MVPD,MVPD,156,52068,Tuesday,04/01/19
4/3/19,Blindspot,Eight Slim Grins,Sony Vue DMVPD,DMVPD,147,48372,Wednesday,04/01/19
3/30/19,Blindspot,Eight Slim Grins,Verizon FiOS,MVPD,144,52212,Saturday,03/25/19
4/1/19,Blindspot,Eight Slim Grins,Bravo Apple TV App,Watch,144,176260,Monday,04/01/19
4/5/19,Blindspot,Eight Slim Grins,Hulu Plus,SVOD,141,27119,Friday,04/01/19
4/6/19,Blindspot,Eight Slim Grins,Verizon FiOS,MVPD,128,52340,Saturday,04/01/19
4/10/19,Blindspot,Eight Slim Grins,Bravo Android TV App,Watch,125,176385,Wednesday,04/08/19
4/4/19,Blindspot,Eight Slim Grins,Dish Anywhere MVPD,MVPD,124,52464,Thursday,04/01/19
4/5/19,Blindspot,Eight Slim Grins,DirecTV Everywhere MVPD,MVPD,115,52579,Friday,04/01/19
4/9/19,Blindspot,Pilot,Bravo iPhone App,Watch,1986,178371,Tuesday,04/08/19
3/29/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1986,180357,Friday,03/25/19
4/9/19,Blindspot,Pilot,Hulu Classic,SVOD,1979,29098,Tuesday,04/08/19
4/1/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1964,54543,Monday,04/01/19
4/11/19,Blindspot,Pilot,Bravo Roku App,Watch,1959,182316,Thursday,04/08/19
4/11/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1950,56493,Thursday,04/08/19
4/12/19,Blindspot,Pilot,Hulu Classic,SVOD,1950,31048,Friday,04/08/19
4/3/19,Blindspot,Pilot,Bravo Roku App,Watch,1933,184249,Wednesday,04/01/19
4/5/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1912,58405,Friday,04/01/19
4/8/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1900,60305,Monday,04/08/19
4/8/19,Blindspot,Pilot,Hulu Classic,SVOD,1899,32947,Monday,04/08/19
4/8/19,Blindspot,Pilot,Bravo FEP,Watch,1897,186146,Monday,04/08/19
4/2/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1886,50258,Tuesday,04/01/19
4/5/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1886,52144,Friday,04/01/19
4/9/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1876,62181,Tuesday,04/08/19
4/5/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1864,64045,Friday,04/01/19
4/5/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1856,188002,Friday,04/01/19
4/1/19,Blindspot,Pilot,Bravo FireTV App,Watch,1853,189855,Monday,04/01/19
3/30/19,Blindspot,Pilot,Hulu Classic,SVOD,1842,34789,Saturday,03/25/19
4/6/19,Blindspot,Pilot,YouTube TV,DMVPD,1828,53972,Saturday,04/01/19
4/11/19,Blindspot,Pilot,Bravo FEP,Watch,1822,191677,Thursday,04/08/19
3/31/19,Blindspot,Pilot,Bravo FireTV App,Watch,1806,193483,Sunday,03/25/19
4/4/19,Blindspot,Pilot,Bravo iPad App,Watch,1797,195280,Thursday,04/01/19
4/12/19,Blindspot,Pilot,Hulu Plus,SVOD,1797,36586,Friday,04/08/19
4/2/19,Blindspot,Pilot,Bravo FireTV App,Watch,1780,197060,Tuesday,04/01/19
3/29/19,Blindspot,Pilot,Bravo iPhone App,Watch,1774,198834,Friday,03/25/19
4/11/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1755,200589,Thursday,04/08/19
3/30/19,Blindspot,Pilot,Bravo FireTV App,Watch,1752,202341,Saturday,03/25/19
4/12/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1745,65790,Friday,04/08/19
3/31/19,Blindspot,Pilot,Verizon FiOS,MVPD,1739,67529,Sunday,03/25/19
4/9/19,Blindspot,Pilot,Bravo iPad App,Watch,1738,204079,Tuesday,04/08/19
4/4/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1729,205808,Thursday,04/01/19
4/1/19,Blindspot,Pilot,Bravo FEP,Watch,1723,207531,Monday,04/01/19
3/30/19,Blindspot,Pilot,Verizon FiOS,MVPD,1721,69250,Saturday,03/25/19
4/4/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1707,70957,Thursday,04/01/19
4/3/19,Blindspot,Pilot,Bravo FEP,Watch,1676,209207,Wednesday,04/01/19
4/2/19,Blindspot,Pilot,Bravo Android TV App,Watch,1668,210875,Tuesday,04/01/19
4/7/19,Blindspot,Pilot,Bravo iPad App,Watch,1665,212540,Sunday,04/01/19
4/7/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1662,72619,Sunday,04/01/19
4/11/19,Blindspot,Pilot,Hulu Classic,SVOD,1658,38244,Thursday,04/08/19
3/31/19,Blindspot,Pilot,Hulu Classic,SVOD,1639,39883,Sunday,03/25/19
4/6/19,Blindspot,Pilot,Hulu Classic,SVOD,1638,41521,Saturday,04/01/19
4/8/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1631,214171,Monday,04/08/19
4/4/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1624,74243,Thursday,04/01/19
4/12/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1613,215784,Friday,04/08/19
4/6/19,Blindspot,Pilot,Bravo iPhone App,Watch,1610,217394,Saturday,04/01/19
4/2/19,Blindspot,Pilot,Bravo FEP,Watch,1606,219000,Tuesday,04/01/19
3/29/19,Blindspot,Pilot,Bravo FEP,Watch,1603,220603,Friday,03/25/19
4/2/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1591,222194,Tuesday,04/01/19
4/3/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1581,223775,Wednesday,04/01/19
4/1/19,Blindspot,Pilot,Hulu Plus,SVOD,1563,43084,Monday,04/01/19
4/10/19,Blindspot,Pilot,Hulu Classic,SVOD,1561,44645,Wednesday,04/08/19
4/3/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1559,225334,Wednesday,04/01/19
4/6/19,Blindspot,Pilot,Bravo Android TV App,Watch,1538,226872,Saturday,04/01/19
4/8/19,Blindspot,Pilot,Verizon FiOS,MVPD,1533,75776,Monday,04/08/19
4/3/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1529,77305,Wednesday,04/01/19
4/7/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1529,78834,Sunday,04/01/19
4/10/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1515,80349,Wednesday,04/08/19
4/3/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1508,55480,Wednesday,04/01/19
4/7/19,Blindspot,Pilot,Bravo FireTV App,Watch,1500,228372,Sunday,04/01/19
3/30/19,Blindspot,Pilot,YouTube TV,DMVPD,1489,56969,Saturday,03/25/19
4/7/19,Blindspot,Pilot,YouTube TV,DMVPD,1487,58456,Sunday,04/01/19
4/2/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1483,59939,Tuesday,04/01/19
4/1/19,Blindspot,Pilot,Hulu Classic,SVOD,1469,46114,Monday,04/01/19
4/12/19,Blindspot,Pilot,Bravo iPad App,Watch,1469,229841,Friday,04/08/19
4/7/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1467,231308,Sunday,04/01/19
3/31/19,Blindspot,Pilot,Bravo Roku App,Watch,1461,232769,Sunday,03/25/19
4/10/19,Blindspot,Pilot,Bravo iPad App,Watch,1449,234218,Wednesday,04/08/19
4/12/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1440,235658,Friday,04/08/19
4/3/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1438,61377,Wednesday,04/01/19
4/6/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1431,62808,Saturday,04/01/19
4/5/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1430,64238,Friday,04/01/19
4/8/19,Blindspot,Pilot,Bravo Roku App,Watch,1428,237086,Monday,04/08/19
4/8/19,Blindspot,Pilot,Bravo Android TV App,Watch,1422,238508,Monday,04/08/19
3/29/19,Blindspot,Pilot,Bravo Android TV App,Watch,1403,239911,Friday,03/25/19
4/12/19,Blindspot,Pilot,Bravo FireTV App,Watch,1401,241312,Friday,04/08/19
3/31/19,Blindspot,Pilot,Bravo iPhone App,Watch,1396,242708,Sunday,03/25/19
4/6/19,Blindspot,Pilot,Bravo FEP,Watch,1392,244100,Saturday,04/01/19
3/29/19,Blindspot,Pilot,Bravo Roku App,Watch,1391,245491,Friday,03/25/19
4/5/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1385,246876,Friday,04/01/19
4/7/19,Blindspot,Pilot,Hulu Plus,SVOD,1374,47488,Sunday,04/01/19
4/1/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1357,65595,Monday,04/01/19
4/1/19,Blindspot,Pilot,Bravo Android TV App,Watch,1352,248228,Monday,04/01/19
4/4/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1348,249576,Thursday,04/01/19
4/2/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1339,250915,Tuesday,04/01/19
4/8/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1338,252253,Monday,04/08/19
4/4/19,Blindspot,Pilot,Bravo FireTV App,Watch,1337,253590,Thursday,04/01/19
4/7/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1329,254919,Sunday,04/01/19
4/11/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,1320,66915,Thursday,04/08/19
3/29/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1314,256233,Friday,03/25/19
4/1/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1284,68199,Monday,04/01/19
4/12/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1279,81628,Friday,04/08/19
4/5/19,Blindspot,Pilot,Bravo FEP,Watch,1277,257510,Friday,04/01/19
4/6/19,Blindspot,Pilot,Bravo Roku App,Watch,1274,258784,Saturday,04/01/19
3/31/19,Blindspot,Pilot,Bravo Android TV App,Watch,1253,260037,Sunday,03/25/19
4/11/19,Blindspot,Pilot,Bravo Android TV App,Watch,1252,261289,Thursday,04/08/19
4/6/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1239,262528,Saturday,04/01/19
4/4/19,Blindspot,Pilot,Hulu Plus,SVOD,1235,48723,Thursday,04/01/19
4/9/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1235,69434,Tuesday,04/08/19
4/12/19,Blindspot,Pilot,Bravo Roku App,Watch,1223,263751,Friday,04/08/19
4/10/19,Blindspot,Pilot,Verizon FiOS,MVPD,1220,82848,Wednesday,04/08/19
3/29/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1215,264966,Friday,03/25/19
4/11/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1209,266175,Thursday,04/08/19
4/4/19,Blindspot,Pilot,Bravo Roku App,Watch,1207,267382,Thursday,04/01/19
4/3/19,Blindspot,Pilot,Bravo iPad App,Watch,1205,268587,Wednesday,04/01/19
4/4/19,Blindspot,Pilot,Bravo Android TV App,Watch,1199,269786,Thursday,04/01/19
4/8/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1188,270974,Monday,04/08/19
3/31/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,1170,84018,Sunday,03/25/19
4/4/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,1167,85185,Thursday,04/01/19
4/3/19,Blindspot,Pilot,Bravo FireTV App,Watch,1161,272135,Wednesday,04/01/19
4/4/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1159,273294,Thursday,04/01/19
4/2/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1158,86343,Tuesday,04/01/19
4/8/19,Blindspot,Pilot,Hulu Plus,SVOD,1158,49881,Monday,04/08/19
4/7/19,Blindspot,Pilot,Verizon FiOS,MVPD,1157,87500,Sunday,04/01/19
4/8/19,Blindspot,Pilot,YouTube TV,DMVPD,1147,70581,Monday,04/08/19
4/9/19,Blindspot,Pilot,YouTube TV,DMVPD,1147,71728,Tuesday,04/08/19
4/9/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1107,72835,Tuesday,04/08/19
4/5/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,1100,274394,Friday,04/01/19
4/6/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1100,275494,Saturday,04/01/19
3/31/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1097,276591,Sunday,03/25/19
4/5/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,1097,277688,Friday,04/01/19
4/8/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1089,278777,Monday,04/08/19
4/3/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,1076,88576,Wednesday,04/01/19
4/2/19,Blindspot,Pilot,Hulu Classic,SVOD,1064,50945,Tuesday,04/01/19
4/3/19,Blindspot,Pilot,YouTube TV,DMVPD,1052,73887,Wednesday,04/01/19
3/29/19,Blindspot,Pilot,Bravo iPad App,Watch,1048,279825,Friday,03/25/19
4/10/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1043,74930,Wednesday,04/08/19
4/5/19,Blindspot,Pilot,Bravo FireTV App,Watch,1041,280866,Friday,04/01/19
4/8/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,1031,75961,Monday,04/08/19
4/2/19,Blindspot,Pilot,Bravo iPad App,Watch,1028,281894,Tuesday,04/01/19
4/3/19,Blindspot,Pilot,Bravo Chromecast App,Watch,1025,282919,Wednesday,04/01/19
4/4/19,Blindspot,Pilot,Hulu Classic,SVOD,1021,51966,Thursday,04/01/19
4/2/19,Blindspot,Pilot,Hulu Plus,SVOD,1018,52984,Tuesday,04/01/19
4/12/19,Blindspot,Pilot,Verizon FiOS,MVPD,1016,89592,Friday,04/08/19
3/29/19,Blindspot,Pilot,Verizon FiOS,MVPD,1015,90607,Friday,03/25/19
4/7/19,Blindspot,Pilot,Bravo Apple TV App,Watch,1014,283933,Sunday,04/01/19
4/11/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,1014,76975,Thursday,04/08/19
4/1/19,Blindspot,Pilot,Bravo Roku App,Watch,1008,284941,Monday,04/01/19
4/10/19,Blindspot,Pilot,YouTube TV,DMVPD,1000,77975,Wednesday,04/08/19
4/7/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,999,78974,Sunday,04/01/19
4/12/19,Blindspot,Pilot,Bravo Android TV App,Watch,993,285934,Friday,04/08/19
4/5/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,985,91592,Friday,04/01/19
4/2/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,981,92573,Tuesday,04/01/19
4/5/19,Blindspot,Pilot,Hulu Plus,SVOD,975,53959,Friday,04/01/19
4/10/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,969,79943,Wednesday,04/08/19
4/5/19,Blindspot,Pilot,Bravo Roku App,Watch,960,286894,Friday,04/01/19
4/10/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,949,93522,Wednesday,04/08/19
3/30/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,944,287838,Saturday,03/25/19
4/7/19,Blindspot,Pilot,Hulu Classic,SVOD,944,54903,Sunday,04/01/19
4/7/19,Blindspot,Pilot,Bravo Roku App,Watch,942,288780,Sunday,04/01/19
4/5/19,Blindspot,Pilot,Hulu Classic,SVOD,936,55839,Friday,04/01/19
4/5/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,926,80869,Friday,04/01/19
4/2/19,Blindspot,Pilot,Bravo Chromecast App,Watch,924,289704,Tuesday,04/01/19
4/2/19,Blindspot,Pilot,Verizon FiOS,MVPD,921,94443,Tuesday,04/01/19
4/7/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,898,95341,Sunday,04/01/19
4/6/19,Blindspot,Pilot,Bravo iPad App,Watch,896,290600,Saturday,04/01/19
4/8/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,894,96235,Monday,04/08/19
3/29/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,892,291492,Friday,03/25/19
4/6/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,890,81759,Saturday,04/01/19
4/2/19,Blindspot,Pilot,Bravo Apple TV App,Watch,887,292379,Tuesday,04/01/19
3/30/19,Blindspot,Pilot,Bravo Chromecast App,Watch,884,293263,Saturday,03/25/19
4/1/19,Blindspot,Pilot,Bravo iPad App,Watch,859,294122,Monday,04/01/19
3/31/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,847,97082,Sunday,03/25/19
4/8/19,Blindspot,Pilot,Bravo iPad App,Watch,828,294950,Monday,04/08/19
4/10/19,Blindspot,Pilot,Hulu Plus,SVOD,826,56665,Wednesday,04/08/19
4/11/19,Blindspot,Pilot,Bravo Chromecast App,Watch,826,295776,Thursday,04/08/19
4/1/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,821,97903,Monday,04/01/19
4/3/19,Blindspot,Pilot,Bravo Android TV App,Watch,813,296589,Wednesday,04/01/19
3/30/19,Blindspot,Pilot,Bravo iPad App,Watch,812,297401,Saturday,03/25/19
4/9/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,808,298209,Tuesday,04/08/19
4/11/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,808,98711,Thursday,04/08/19
4/2/19,Blindspot,Pilot,Bravo Roku App,Watch,799,299008,Tuesday,04/01/19
3/30/19,Blindspot,Pilot,Bravo FEP,Watch,785,299793,Saturday,03/25/19
4/12/19,Blindspot,Pilot,Bravo FEP,Watch,782,300575,Friday,04/08/19
4/6/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,779,82538,Saturday,04/01/19
4/6/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,777,99488,Saturday,04/01/19
4/4/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,774,83312,Thursday,04/01/19
4/8/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,773,84085,Monday,04/08/19
3/31/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,745,301320,Sunday,03/25/19
4/10/19,Blindspot,Pilot,Bravo Roku App,Watch,742,302062,Wednesday,04/08/19
4/4/19,Blindspot,Pilot,YouTube TV,DMVPD,735,84820,Thursday,04/01/19
4/1/19,Blindspot,Pilot,Bravo iPhone App,Watch,722,302784,Monday,04/01/19
4/2/19,Blindspot,Pilot,YouTube TV,DMVPD,719,85539,Tuesday,04/01/19
4/9/19,Blindspot,Pilot,Comcast Xfinity MVPD,MVPD,719,100207,Tuesday,04/08/19
4/5/19,Blindspot,Pilot,YouTube TV,DMVPD,716,86255,Friday,04/01/19
3/30/19,Blindspot,Pilot,Bravo iPhone App,Watch,703,303487,Saturday,03/25/19
4/12/19,Blindspot,Pilot,Bravo iPhone App,Watch,697,304184,Friday,04/08/19
4/10/19,Blindspot,Pilot,Bravo iPhone App,Watch,695,304879,Wednesday,04/08/19
4/11/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,680,86935,Thursday,04/08/19
4/10/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,678,87613,Wednesday,04/08/19
4/6/19,Blindspot,Pilot,Bravo FireTV App,Watch,663,305542,Saturday,04/01/19
4/3/19,Blindspot,Pilot,Bravo iPhone App,Watch,654,306196,Wednesday,04/01/19
4/6/19,Blindspot,Pilot,Hulu Plus,SVOD,649,57314,Saturday,04/01/19
4/9/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,649,88262,Tuesday,04/08/19
4/3/19,Blindspot,Pilot,Hulu Plus,SVOD,648,57962,Wednesday,04/01/19
3/29/19,Blindspot,Pilot,Bravo FireTV App,Watch,642,306838,Friday,03/25/19
3/31/19,Blindspot,Pilot,Hulu Plus,SVOD,637,58599,Sunday,03/25/19
4/5/19,Blindspot,Pilot,Bravo iPhone App,Watch,631,307469,Friday,04/01/19
4/10/19,Blindspot,Pilot,Bravo Chromecast App,Watch,625,308094,Wednesday,04/08/19
4/12/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,623,88885,Friday,04/08/19
4/2/19,Blindspot,Pilot,Bravo iPhone App,Watch,604,308698,Tuesday,04/01/19
4/7/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,604,309302,Sunday,04/01/19
4/9/19,Blindspot,Pilot,Bravo Roku App,Watch,603,309905,Tuesday,04/08/19
4/12/19,Blindspot,Pilot,SlingTV DMVPD,DMVPD,598,89483,Friday,04/08/19
4/3/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,594,90077,Wednesday,04/01/19
3/29/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,588,100795,Friday,03/25/19
3/30/19,Blindspot,Pilot,Bravo Android TV App,Watch,575,310480,Saturday,03/25/19
4/1/19,Blindspot,Pilot,Bravo Chromecast App,Watch,561,311041,Monday,04/01/19
4/8/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,554,90631,Monday,04/08/19
4/10/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,553,101348,Wednesday,04/08/19
4/9/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,545,311586,Tuesday,04/08/19
4/12/19,Blindspot,Pilot,Bravo Apple TV App,Watch,540,312126,Friday,04/08/19
4/6/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,531,101879,Saturday,04/01/19
4/1/19,Blindspot,Pilot,YouTube TV,DMVPD,530,91161,Monday,04/01/19
4/3/19,Blindspot,Pilot,Hulu Classic,SVOD,522,59121,Wednesday,04/01/19
4/7/19,Blindspot,Pilot,Bravo Android TV App,Watch,517,312643,Sunday,04/01/19
3/31/19,Blindspot,Pilot,Bravo iPad App,Watch,514,313157,Sunday,03/25/19
4/3/19,Blindspot,Pilot,Verizon FiOS,MVPD,506,102385,Wednesday,04/01/19
4/1/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,502,313659,Monday,04/01/19
4/9/19,Blindspot,Pilot,Bravo Apple TV App,Watch,496,314155,Tuesday,04/08/19
4/7/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,489,91650,Sunday,04/01/19
4/12/19,Blindspot,Pilot,Bravo Chromecast App,Watch,484,314639,Friday,04/08/19
4/11/19,Blindspot,Pilot,Hulu Plus,SVOD,478,59599,Thursday,04/08/19
4/7/19,Blindspot,Pilot,DirecTV Now DMVPD,DMVPD,456,92106,Sunday,04/01/19
4/12/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,454,102839,Friday,04/08/19
4/12/19,Blindspot,Pilot,Sony Vue DMVPD,DMVPD,440,92546,Friday,04/08/19
4/5/19,Blindspot,Pilot,Bravo Android TV App,Watch,434,315073,Friday,04/01/19
4/6/19,Blindspot,Pilot,Verizon FiOS,MVPD,430,103269,Saturday,04/01/19
3/30/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,390,315463,Saturday,03/25/19
4/9/19,Blindspot,Pilot,Bravo FireTV App,Watch,386,315849,Tuesday,04/08/19
4/4/19,Blindspot,Pilot,Verizon FiOS,MVPD,377,103646,Thursday,04/01/19
4/4/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,369,316218,Thursday,04/01/19
4/3/19,Blindspot,Pilot,Bravo Samsung Smart TV App,Watch,351,316569,Wednesday,04/01/19
3/31/19,Blindspot,Pilot,Bravo FEP,Watch,350,316919,Sunday,03/25/19
4/8/19,Blindspot,Pilot,Bravo FireTV App,Watch,348,317267,Monday,04/08/19
4/4/19,Blindspot,Pilot,Bravo iPhone App,Watch,346,317613,Thursday,04/01/19
4/6/19,Blindspot,Pilot,Bravo Android Tablet Apps,Watch,339,317952,Saturday,04/01/19
4/9/19,Blindspot,Pilot,Verizon FiOS,MVPD,334,103980,Tuesday,04/08/19
4/7/19,Blindspot,Pilot,Bravo iPhone App,Watch,333,318285,Sunday,04/01/19
4/3/19,Blindspot,Pilot,DirecTV Everywhere MVPD,MVPD,330,104310,Wednesday,04/01/19
3/30/19,Blindspot,Pilot,Dish Anywhere MVPD,MVPD,322,104632,Saturday,03/25/19
4/10/19,Blindspot,Pilot,Bravo FireTV App,Watch,319,318604,Wednesday,04/08/19
4/9/19,Blindspot,Pilot,Bravo Chromecast App,Watch,317,318921,Tuesday,04/08/19
4/11/19,Blindspot,Pilot,Bravo FireTV App,Watch,312,319233,Thursday,04/08/19
3/30/19,Blindspot,Pilot,Bravo Roku App,Watch,308,319541,Saturday,03/25/19
4/1/19,Blindspot,Pilot,Verizon FiOS,MVPD,298,104930,Monday,04/01/19
4/10/19,Blindspot,Pilot,Bravo FEP,Watch,297,319838,Wednesday,04/08/19
